5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,4,3
7,2,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,6,6,6,6,6,6,6,7,7,7,7,7,7,0,0,0,0,0,0,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,6,6,6,6,4,3
7,0,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,6,6,6,6,6,6,6,7,7,7,7,7,7,0,0,0,0,0,0,0,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,6,6,6,4,4,3
7,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,6,7,0,6,7,0,4,4,3
7,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,0,0,5,5,3
7,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,6,6,6,6,7,0,0,6,6,7
7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,5,6,6,6,7,0,0,0,6,6,7
7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,6,7,0,0,0,6,6,7
7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,6,6,6,7,0,6,7,0,0,6,6,7
7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,4,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,5,6,6,7,0,7,6,7,0,0,6,6,7
7,0,0,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,4,4,4,3,2,2,6,6,7
7,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,6,7,0,0,2,2,2,2,2,2,2,4,4,4,4,4,4,6,6,6,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,6,6,6,7,0,4,4,4,4,3,2,6,6,7
